Date,Adj Close Chevron stock,Adj Close Exxonmobil stock,Price S&P Oil,Price treasury,Price WTI crude oil,,
06-02-2019,96.407936,58.808361,"4,386.90",3.059,53.31,,
07-02-2019,95.880814,58.35516,"4,319.20",3.059,54.23,,
08-02-2019,95.353676,58.449978,"4,392.30",3.061,53.79,,
11-02-2019,94.842773,58.544788,"4,444.00",3.032,55.26,,
12-02-2019,96.278175,59.571884,"4,543.30",2.993,54.56,,
13-02-2019,96.967499,60.243431,"4,600.00",2.966,53.66,,
14-02-2019,96.7873,60.259251,"4,721.60",2.915,54.01,,
15-02-2019,97.762062,61.39695,"4,698.30",2.917,52.64,,
19-02-2019,97.729271,61.807804,"4,752.80",2.892,52.72,,
20-02-2019,98.523827,62.044823,"4,619.20",2.858,52.41,,
21-02-2019,97.590034,61.483883,"4,661.70",2.863,53.1,,
22-02-2019,97.794815,61.957912,"4,655.70",2.879,53.9,,
25-02-2019,97.983208,62.021107,"4,580.60",2.911,54.41,,
26-02-2019,98.245338,62.147541,"4,592.10",2.913,55.59,,
27-02-2019,98.360008,62.787498,"4,529.20",2.895,56.09,,
28-02-2019,97.950455,62.439865,"4,629.60",2.857,56.92,,
01-03-2019,99.957291,63.206245,"4,659.10",2.823,56.96,,
04-03-2019,100.031013,63.451153,"4,612.40",2.762,57.26,,
05-03-2019,100.989372,63.356358,"4,482.40",2.808,55.48,,
06-03-2019,101.185974,62.637375,"4,424.10",2.788,55.5,,
07-03-2019,99.883575,63.332661,"4,263.20",2.737,56.94,,
08-03-2019,99.621468,62.424049,"4,360.30",2.751,57.22,,
11-03-2019,101.259689,63.032429,"4,468.80",2.81,55.8,,
12-03-2019,101.489044,63.206245,"4,561.10",2.774,56.59,,
13-03-2019,102.119766,63.7672,"4,573.90",2.716,56.56,,
14-03-2019,102.062431,63.553871,"4,536.10",2.686,56.22,,
15-03-2019,102.644012,63.324753,"4,649.20",2.686,56.66,,
18-03-2019,103.110886,64.059532,"4,599.00",2.633,56.07,,
19-03-2019,102.619423,63.893593,"4,731.60",2.552,56.87,,
20-03-2019,102.136162,64.249138,"4,797.00",2.668,58.26,,
21-03-2019,103.094521,64.620468,"4,578.70",2.698,58.61,,
22-03-2019,100.825546,63.585484,"4,581.00",2.73,58.52,,
,,,,,,,
,,,,,,,
